name,state_code,state_name,country,lat,lng,population
Bent Creek,NC,North Carolina,US,35.509,-82.6079,1287
Freeman,SD,South Dakota,US,43.35249,-97.43729,1287
Iraan,TX,Texas,US,30.91405,-101.89791,1287
Marsing,ID,Idaho,US,43.54544,-116.8132,1287
Heppner,OR,Oregon,US,45.35318,-119.5578,1287
Blue Ridge,GA,Georgia,US,34.86397,-84.32409,1286
Lockport Heights,LA,Louisiana,US,29.65049,-90.54647,1286
Randolph,NY,New York,US,42.16201,-78.97532,1286
Danby,VT,Vermont,US,43.34618,-72.99538,1286
Albert Bridge,NS,Nova Scotia,CA,46.01654,-60.05951,1285
Fortune,NL,Newfoundland and Labrador,CA,47.06665,-55.83164,1285
Woodbine,GA,Georgia,US,30.96396,-81.72416,1285
Germantown,IL,Illinois,US,38.55366,-89.53842,1285
Owensville,IN,Indiana,US,38.27199,-87.6878,1285
Fayetteville,AL,Alabama,US,33.14567,-86.40581,1284
Mignon,AL,Alabama,US,33.18345,-86.26109,1284
Princeton,NC,North Carolina,US,35.46599,-78.16055,1284
Farmland,IN,Indiana,US,40.18782,-85.12747,1284
Vinalhaven,ME,Maine,US,44.04814,-68.8317,1284
Douglas,MI,Michigan,US,42.64336,-86.20059,1284
Stony Prairie,OH,Ohio,US,41.345,-83.141,1284
Medford,MD,Maryland,US,39.27872,-76.54733,1284
Avalon,NJ,New Jersey,US,39.10122,-74.71766,1283
Passapatanzy,VA,Virginia,US,38.29735,-77.31415,1283
Tower Lake,IL,Illinois,US,42.23197,-88.15202,1283
Frankfort,MI,Michigan,US,44.63361,-86.23454,1283
Rison,AR,Arkansas,US,33.95843,-92.19015,1282
Mooreland,OK,Oklahoma,US,36.4392,-99.20482,1282
Rossville,IL,Illinois,US,40.3792,-87.66863,1282
North Charleroi,PA,Pennsylvania,US,40.15118,-79.90755,1282
Oley,PA,Pennsylvania,US,40.38759,-75.78964,1282
West Fairview,PA,Pennsylvania,US,40.27509,-76.91553,1282
Fort Thompson,SD,South Dakota,US,44.0686,-99.43788,1282
Asotin,WA,Washington,US,46.33933,-117.04821,1282
Hampton,AR,Arkansas,US,33.53789,-92.46988,1281
Lunenburg,VT,Vermont,US,44.46311,-71.68203,1281
Bowden,AB,Alberta,CA,51.9288,-114.0349,1280
Erlton,AB,Alberta,CA,51.02839,-114.06186,1280
McNab,SK,Saskatchewan,CA,50.45044,-104.66111,1280
Queen Anne,MD,Maryland,US,38.89872,-76.6783,1280
Ten Hills,MD,Maryland,US,39.28427,-76.70108,1280
Fremont,NC,North Carolina,US,35.54544,-77.97471,1280
Hillcrest,IL,Illinois,US,41.95114,-89.06454,1280
Indian Hills,CO,Colorado,US,39.61665,-105.23721,1280
Panway/Braddish Avenue,MD,Maryland,US,39.31287,-76.66267,1280
Arborg,MB,Manitoba,CA,50.90721,-97.21757,1279
Saint-Cyrille-de-Wendover,QC,Quebec,CA,45.93336,-72.43241,1279
Pierce City,MO,Missouri,US,36.9459,-94.00021,1279
Cassville,NY,New York,US,42.9459,-75.25433,1279
Waymart,PA,Pennsylvania,US,41.58036,-75.40824,1279
Wallenpaupack Lake Estates,PA,Pennsylvania,US,41.39898,-75.27402,1279
Iva,SC,South Carolina,US,34.3065,-82.66374,1278
Bellevue,MI,Michigan,US,42.44337,-85.01805,1278
Cooperstown,WI,Wisconsin,US,44.31277,-87.77453,1278
Moreland,ID,Idaho,US,43.22269,-112.44248,1278
Molino,FL,Florida,US,30.72408,-87.31414,1277
Oran,MO,Missouri,US,37.08505,-89.65536,1277
Lyman,MS,Mississippi,US,30.49474,-89.12561,1277
Laingsburg,MI,Michigan,US,42.89031,-84.35136,1277
Byron,CA,California,US,37.86715,-121.63801,1277
Stratford,CA,California,US,36.1894,-119.82319,1277
Lake Marcel-Stillwater,WA,Washington,US,47.69263,-121.91513,1277
Prince Charles,AB,Alberta,CA,53.57778,-113.53472,1276
Laguna Park,TX,Texas,US,31.85932,-97.37974,1276
Weber City,VA,Virginia,US,37.75514,-78.28389,1276
Royalston,MA,Massachusetts,US,42.67759,-72.18786,1276
Diamond Head,HI,Hawaii,US,21.26272,-157.79601,1276
Currie Barracks,AB,Alberta,CA,51.01791,-114.12229,1275
Rush Springs,OK,Oklahoma,US,34.78257,-97.95698,1275
Ogunquit,ME,Maine,US,43.24898,-70.59922,1275
Simpson,PA,Pennsylvania,US,41.59175,-75.48518,1275
Barry,IL,Illinois,US,39.69421,-91.03902,1274
Lincoln,KS,Kansas,US,39.04084,-98.14477,1274
Hurt,VA,Virginia,US,37.09264,-79.29641,1274
Machias,ME,Maine,US,44.71508,-67.46138,1274
Brown City,MI,Michigan,US,43.21225,-82.98966,1274
Webberville,MI,Michigan,US,42.66698,-84.17413,1274
Hewlett Harbor,NY,New York,US,40.63621,-73.68152,1274
Intercourse,PA,Pennsylvania,US,40.0376,-76.10495,1274
Boulevard Gardens,FL,Florida,US,26.12326,-80.17997,1274
Buxton,NC,North Carolina,US,35.26768,-75.54237,1273
Salineville,OH,Ohio,US,40.62256,-80.83786,1273
Clear Lake,SD,South Dakota,US,44.7458,-96.68256,1273
Iola,WI,Wisconsin,US,44.50803,-89.13067,1273
Kamiah,ID,Idaho,US,46.22712,-116.02931,1273
Rosemont Homeowners/Tenants,MD,Maryland,US,39.29434,-76.65759,1273
Chrisman,IL,Illinois,US,39.80365,-87.67364,1272
Country Club Hills,MO,Missouri,US,38.72088,-90.27484,1272
Morrow,OH,Ohio,US,39.3545,-84.12716,1272
Green Valley Farms,TX,Texas,US,26.12202,-97.56054,1272
Dexter,NM,New Mexico,US,33.19733,-104.37302,1272
Sundance,WY,Wyoming,US,44.40637,-104.37578,1272
Elmore,AL,Alabama,US,32.53874,-86.31497,1271
Galveston,IN,Indiana,US,40.57893,-86.19027,1271
Pinconning,MI,Michigan,US,43.85363,-83.96499,1271
Caraway,AR,Arkansas,US,35.75813,-90.32232,1270
Del Rio,CA,California,US,37.74354,-121.01188,1270
East Carbon City,UT,Utah,US,39.54774,-110.41488,1270
Big Bass Lake,PA,Pennsylvania,US,41.25383,-75.47644,1270
Uplands,MD,Maryland,US,39.28994,-76.69288,1270
West Buechel,KY,Kentucky,US,38.19701,-85.66329,1269
Central City,IA,Iowa,US,42.20388,-91.52406,1269
Coon Rapids,IA,Iowa,US,41.87082,-94.67748,1269
Mineville,NY,New York,US,44.09283,-73.51818,1269
Smithville,OH,Ohio,US,40.86228,-81.8618,1269
Troy,PA,Pennsylvania,US,41.78591,-76.78801,1269
Palo Cedro,CA,California,US,40.56376,-122.23889,1269
Falkville,AL,Alabama,US,34.36843,-86.90862,1268
Waverly,IL,Illinois,US,39.59172,-89.95288,1268
Walls,MS,Mississippi,US,34.95824,-90.15256,1268
Sperry,OK,Oklahoma,US,36.29731,-95.99139,1268
Palermo,ME,Maine,US,44.40785,-69.47393,1268
Fayette,OH,Ohio,US,41.67338,-84.32689,1268
Lincoln,VT,Vermont,US,44.10589,-72.99706,1268
Crocker,WA,Washington,US,47.08091,-122.10383,1268
Cedar Glen West,NJ,New Jersey,US,40.04206,-74.29265,1267
Deer Park,CA,California,US,38.53269,-122.4697,1267
Druid Heights,MD,Maryland,US,39.3083,-76.63708,1267
Rockway,ON,Ontario,CA,43.43525,-80.46226,1266
Wells,NB,New Brunswick,CA,45.38508,-65.929,1266
Maurice,LA,Louisiana,US,30.10854,-92.12457,1266
Buffalo,SC,South Carolina,US,34.72569,-81.68343,1266
Eastport,ME,Maine,US,44.90449,-66.98438,1266
Fullerton,NE,Nebraska,US,41.36335,-97.96923,1266
Houston,PA,Pennsylvania,US,40.24646,-80.21145,1266
Platte,SD,South Dakota,US,43.38694,-98.84453,1266
Gold Hill,OR,Oregon,US,42.43179,-123.0506,1266
Louisbourg,NS,Nova Scotia,CA,45.92046,-59.97099,1265
Five Points,FL,Florida,US,30.20912,-82.63735,1265
Cambria,IL,Illinois,US,37.78144,-89.11925,1265
Morrisville,PA,Pennsylvania,US,39.8948,-80.16173,1265
Roslyn Estates,NY,New York,US,40.79427,-73.66041,1265
Muscoda,WI,Wisconsin,US,43.18499,-90.44318,1265
Cottonwood,AL,Alabama,US,31.04879,-85.30493,1264
Broadway,NC,North Carolina,US,35.45793,-79.05308,1264
Fairton,NJ,New Jersey,US,39.38178,-75.21991,1264
Westlake,TX,Texas,US,32.99124,-97.19501,1264
Alton,IA,Iowa,US,42.98749,-96.01057,1264
Starbuck,MN,Minnesota,US,45.6144,-95.53115,1264
Centennial Park,AZ,Arizona,US,36.95381,-112.98132,1264
Valmeyer,IL,Illinois,US,38.30561,-90.27651,1263
Oxford,ME,Maine,US,44.13174,-70.49311,1263
De Graff,OH,Ohio,US,40.312,-83.91577,1263
Hiram,OH,Ohio,US,41.31256,-81.14371,1263
West Hills,PA,Pennsylvania,US,40.82423,-79.5431,1263
Parshall,ND,North Dakota,US,47.95335,-102.13489,1263
Belmont Estates,VA,Virginia,US,38.45271,-78.91979,1263
La Crosse,KS,Kansas,US,38.5314,-99.30872,1262
Weber City,VA,Virginia,US,36.62288,-82.5621,1262
Buffalo (historical),IA,Iowa,US,41.3111,-94.00356,1262
Keshena,WI,Wisconsin,US,44.88387,-88.63372,1262
Callender,CA,California,US,35.05303,-120.59628,1262
McAdam,NB,New Brunswick,CA,45.59232,-67.307,1261
Riviere-Bleue,QC,Quebec,CA,47.43407,-69.04283,1261
West Blocton,AL,Alabama,US,33.11817,-87.125,1261
Hackberry,LA,Louisiana,US,29.99605,-93.3421,1261
Mansfield,MO,Missouri,US,37.10672,-92.58072,1261
La Vernia,TX,Texas,US,29.35635,-98.11556,1261
Onancock,VA,Virginia,US,37.7118,-75.7491,1261
Woodland Heights,PA,Pennsylvania,US,41.40978,-79.71172,1261
Fairview,UT,Utah,US,39.62635,-111.43963,1261
Wells,NV,Nevada,US,41.11159,-114.96449,1261
Irishtown-Summerside,NL,Newfoundland and Labrador,CA,48.98331,-57.9817,1260
Plantation Mobile Home Park,FL,Florida,US,26.70312,-80.13227,1260
Tye,TX,Texas,US,32.45762,-99.87148,1260
Plattekill,NY,New York,US,41.61759,-74.07598,1260
Velva,ND,North Dakota,US,48.05612,-100.92932,1260
Susitna North,AK,Alaska,US,62.16129,-149.85075,1260
Sharp-Leadenhall,MD,Maryland,US,39.27682,-76.61769,1260
Munford,AL,Alabama,US,33.52983,-85.9508,1259
Miamitown,OH,Ohio,US,39.21589,-84.70411,1259
Melcher-Dallas,IA,Iowa,US,41.225,-93.24132,1259
Santa Margarita,CA,California,US,35.38997,-120.60906,1259
Barbourmeade,KY,Kentucky,US,38.29729,-85.60329,1258
Bel Air,MD,Maryland,US,39.57314,-78.84974,1258
Conestoga,PA,Pennsylvania,US,39.94066,-76.34635,1258
Fairview,TX,Texas,US,33.01929,-97.54586,1258
Napoleon,MI,Michigan,US,42.16059,-84.24606,1258
Normandy,PA,Pennsylvania,US,40.10344,-74.99572,1258
Spencerville,NM,New Mexico,US,36.82,-108.05813,1258
Deadwood,SD,South Dakota,US,44.37665,-103.72964,1258
Francis,UT,Utah,US,40.61051,-111.28074,1258
Tok,AK,Alaska,US,63.33667,-142.98556,1258
Macklin,SK,Saskatchewan,CA,52.33344,-109.93484,1257
Rivers,MB,Manitoba,CA,50.03081,-100.24029,1257
Saint Anne,IL,Illinois,US,41.02503,-87.71392,1257
Addison,ME,Maine,US,44.61841,-67.74416,1257
Greenville,ME,Maine,US,45.45949,-69.59061,1257
Belfast,PA,Pennsylvania,US,40.78065,-75.27796,1257
North Apollo,PA,Pennsylvania,US,40.59618,-79.5556,1257
Hettinger,ND,North Dakota,US,46.00139,-102.63682,1257
Terrebonne,OR,Oregon,US,44.3529,-121.17781,1257
Liberty,UT,Utah,US,41.33355,-111.86355,1257
West Crossett,AR,Arkansas,US,33.14096,-91.99402,1256
Ashland,IL,Illinois,US,39.88783,-90.00789,1256
Kemp,TX,Texas,US,32.44264,-96.22998,1256
Cornville,ME,Maine,US,44.83673,-69.67311,1256
Hurley,NM,New Mexico,US,32.69924,-108.13199,1256
Merritt Park,NY,New York,US,41.53848,-73.87238,1256
Forest Park,MD,Maryland,US,39.32594,-76.68191,1255
Byhalia,MS,Mississippi,US,34.87232,-89.69064,1255
Lake Telemark,NJ,New Jersey,US,40.95677,-74.49793,1255
Covelo,CA,California,US,39.79327,-123.24922,1255
Oka,QC,Quebec,CA,45.46489,-74.08892,1254
Sherwood,AB,Alberta,CA,53.52917,-113.58333,1254
Lumber City,GA,Georgia,US,31.92935,-82.67958,1254
Rawls Springs,MS,Mississippi,US,31.38073,-89.37145,1254
Barker Heights,NC,North Carolina,US,35.31123,-82.44401,1254
Laurel Hill,NC,North Carolina,US,34.80905,-79.54783,1254
Cana,VA,Virginia,US,36.58958,-80.67173,1254
Otterbein,IN,Indiana,US,40.49059,-87.0964,1254
Whitaker,PA,Pennsylvania,US,40.3984,-79.88977,1254
Gregory,SD,South Dakota,US,43.23222,-99.43038,1254
Hagerman,NM,New Mexico,US,33.11511,-104.32691,1254
Killdeer,ND,North Dakota,US,47.37196,-102.75408,1254
Hantsport,NS,Nova Scotia,CA,45.06657,-64.17968,1253
Dickson,OK,Oklahoma,US,34.18732,-96.98446,1253
Emory,TX,Texas,US,32.87457,-95.76552,1253
Port O'Connor,TX,Texas,US,28.44834,-96.40581,1253
Basye,VA,Virginia,US,38.80706,-78.79224,1253
Buffalo,WV,West Virginia,US,38.61759,-81.9818,1253
Mifflinville,PA,Pennsylvania,US,41.03231,-76.30799,1253
Tieton,WA,Washington,US,46.70207,-120.75535,1253
Saint-Antoine,NB,New Brunswick,CA,46.36294,-64.74985,1252
Friendship,ME,Maine,US,43.98369,-69.33394,1252
Blue Lake,CA,California,US,40.88291,-123.98395,1252
Dauphin Island,AL,Alabama,US,30.25548,-88.10972,1251
Vienna Bend,LA,Louisiana,US,31.73239,-93.041,1251
Maggie Valley,NC,North Carolina,US,35.51816,-83.09764,1251
Bull Run Mountain Estates,VA,Virginia,US,38.90372,-77.66166,1251
Emory,VA,Virginia,US,36.77289,-81.83623,1251
Foster Brook,PA,Pennsylvania,US,41.97506,-78.61725,1251
West Easton,PA,Pennsylvania,US,40.67871,-75.23684,1251
Donsdale,AB,Alberta,CA,53.485,-113.63544,1250
Ola,AR,Arkansas,US,35.03231,-93.22323,1250
Baltic,CT,Connecticut,US,41.61704,-72.08452,1250
Halifax,VA,Virginia,US,36.76597,-78.92834,1249
Medford,MN,Minnesota,US,44.17413,-93.24632,1249
Millbury,OH,Ohio,US,41.56616,-83.42465,1249
Forest Meadows,CA,California,US,38.16851,-120.40659,1249
Hansen,ID,Idaho,US,42.53068,-114.30101,1249
Diaz,AR,Arkansas,US,35.63841,-91.26513,1248
Goodman,MO,Missouri,US,36.74174,-94.39911,1248
Gretna,VA,Virginia,US,36.95375,-79.35891,1248
Toulon,IL,Illinois,US,41.09365,-89.86483,1248
Bloomfield,NY,New York,US,40.6126,-74.1782,1248
Gasport,NY,New York,US,43.19922,-78.57614,1248
Craig,AK,Alaska,US,55.47639,-133.14833,1248
Mill Woods Town Centre,AB,Alberta,CA,53.45639,-113.42751,1247
Norris City,IL,Illinois,US,37.98116,-88.32921,1247
West Canton,NC,North Carolina,US,35.53788,-82.85819,1247
Beggs,OK,Oklahoma,US,35.7426,-96.07027,1247
Gardendale,TX,Texas,US,28.51693,-99.21614,1247
Hazel Green,WI,Wisconsin,US,42.53278,-90.43457,1247
Chinquapin Park,MD,Maryland,US,39.36314,-76.60228,1247
Gold River,BC,British Columbia,CA,49.78091,-126.05013,1246
Courtland,VA,Virginia,US,36.71626,-77.06802,1246
Newton Lower Falls,MA,Massachusetts,US,42.32926,-71.25367,1246
Arlington,NE,Nebraska,US,41.4525,-96.35113,1246
Hallstead,PA,Pennsylvania,US,41.96119,-75.74324,1246
Hilldale,PA,Pennsylvania,US,41.28925,-75.83631,1246
La Huerta,NM,New Mexico,US,32.4429,-104.22106,1246
Como,MS,Mississippi,US,34.51066,-89.93981,1245
Wetumka,OK,Oklahoma,US,35.23759,-96.24167,1245
Pamplico,SC,South Carolina,US,33.996,-79.57006,1245
Bevil Oaks,TX,Texas,US,30.15021,-94.26963,1245
Dimondale,MI,Michigan,US,42.64559,-84.64887,1245
Bethesda,OH,Ohio,US,40.01618,-81.0726,1245
North Key Largo,FL,Florida,US,25.26734,-80.32339,1244
Beattyville,KY,Kentucky,US,37.57175,-83.70686,1244
Thomas,OK,Oklahoma,US,35.74422,-98.74758,1244
Cavalier,ND,North Dakota,US,48.79388,-97.62231,1244
Ashland,NH,New Hampshire,US,43.69535,-71.63063,1244
Lac-Simon,QC,Quebec,CA,46.15699,-74.74129,1243
Powassan,ON,Ontario,CA,46.0334,-79.34961,1243
Aragon,GA,Georgia,US,34.04565,-85.05606,1243
Bayboro,NC,North Carolina,US,35.14294,-76.77021,1243
Clyde,NC,North Carolina,US,35.53344,-82.91069,1243
Fulda,MN,Minnesota,US,43.87052,-95.60029,1243
Fort Totten,ND,North Dakota,US,47.98,-98.9929,1243
Port Byron,NY,New York,US,43.03451,-76.62383,1243
Centre Hall,PA,Pennsylvania,US,40.84756,-77.68611,1243
Laurys Station,PA,Pennsylvania,US,40.72315,-75.53018,1243
Mount Currie,BC,British Columbia,CA,50.31667,-122.71667,1242
Milford,IL,Illinois,US,40.62837,-87.69614,1242
Mulberry,IN,Indiana,US,40.34448,-86.66528,1242
Britton,SD,South Dakota,US,45.79162,-97.75094,1242
Chelsea,VT,Vermont,US,43.98979,-72.4476,1242
Algonquin,MD,Maryland,US,38.5829,-76.10577,1241
Ladd,IL,Illinois,US,41.38253,-89.21897,1241
Atkinson,NE,Nebraska,US,42.53139,-98.97815,1241
Olcott,NY,New York,US,43.33783,-78.71476,1241
Calumet,PA,Pennsylvania,US,40.2109,-79.48532,1241
Laguna,NM,New Mexico,US,35.03671,-107.38282,1241
Carroll-South Hilton,MD,Maryland,US,39.28579,-76.66691,1241
St. Clements,ON,Ontario,CA,43.5168,-80.6497,1240
Yamachiche,QC,Quebec,CA,46.28175,-72.82873,1240
Coosada,AL,Alabama,US,32.49791,-86.33136,1240
Fort Deposit,AL,Alabama,US,31.98459,-86.57859,1240
Skagway,AK,Alaska,US,59.45833,-135.31389,1240
Labelle,QC,Quebec,CA,46.28339,-74.73255,1239
Dover Beaches North,NJ,New Jersey,US,39.99123,-74.06375,1239
Due West,SC,South Carolina,US,34.33345,-82.3879,1239
Wolfhurst,OH,Ohio,US,40.06924,-80.7837,1239
Loyal,WI,Wisconsin,US,44.73691,-90.49597,1239
Ardrossan,AB,Alberta,CA,53.55014,-113.13529,1238
Ct 0023,QC,Quebec,CA,45.53961,-73.54532,1238
Kennebunkport,ME,Maine,US,43.36175,-70.47672,1238
Sheridan,CA,California,US,38.97962,-121.37551,1238
Waldheim,SK,Saskatchewan,CA,52.621,-106.653,1237
Chatom,AL,Alabama,US,31.46517,-88.25446,1237
Mayo,FL,Florida,US,30.053,-83.17486,1237
Conway Springs,KS,Kansas,US,37.3903,-97.64227,1237
Holly Hill,SC,South Carolina,US,33.32266,-80.4137,1237
Hydesville,CA,California,US,40.54763,-124.09727,1237
Julesburg,CO,Colorado,US,40.98833,-102.26435,1237
Leadwood,MO,Missouri,US,37.86727,-90.59318,1236
Strawberry Point,IA,Iowa,US,42.6836,-91.53403,1236
Moravia,NY,New York,US,42.71257,-76.4216,1236
Phil Campbell,AL,Alabama,US,34.35093,-87.70642,1235
Geronimo,OK,Oklahoma,US,34.48119,-98.38311,1235
Wildwood,TX,Texas,US,30.52409,-94.44158,1235
Weston,NJ,New Jersey,US,40.522,-74.578,1235
Hana,HI,Hawaii,US,20.75806,-155.99028,1235
La Minerve,QC,Quebec,CA,46.25009,-74.93257,1234
Henry Fork,VA,Virginia,US,36.96625,-79.87031,1234
Arnolds Park,IA,Iowa,US,43.37274,-95.12388,1234
North Bend,NE,Nebraska,US,41.46195,-96.77975,1234
Saint-Victor,QC,Quebec,CA,45.61118,-73.51527,1233
Keystone Village,NS,Nova Scotia,CA,44.70504,-63.53696,1233
Warrenville,SC,South Carolina,US,33.55097,-81.804,1233
Huntsville,TN,Tennessee,US,36.4098,-84.49049,1233
Coal Fork,WV,West Virginia,US,38.3176,-81.52095,1233
Bradford,ME,Maine,US,45.06673,-68.93781,1233
Waldoboro,ME,Maine,US,44.09536,-69.3756,1233
Shenandoah Heights,PA,Pennsylvania,US,40.82759,-76.20688,1233
Newburg,WI,Wisconsin,US,43.43167,-88.04648,1233
Eldridge,CA,California,US,38.3488,-122.51081,1233
Loganville,PA,Pennsylvania,US,39.85566,-76.70747,1232
Oakland,SC,South Carolina,US,33.98293,-80.48842,1232
Falling Water,TN,Tennessee,US,35.20312,-85.25357,1232
Hanna City,IL,Illinois,US,40.6917,-89.79511,1232
Sidney,IL,Illinois,US,40.02503,-88.07337,1232
Sullivan,ME,Maine,US,44.52036,-68.19668,1232
Stockbridge,MI,Michigan,US,42.45115,-84.18051,1232
Rock Port,MO,Missouri,US,40.41111,-95.51693,1232
Haskins,OH,Ohio,US,41.46477,-83.70605,1232
Barneveld,WI,Wisconsin,US,43.01555,-89.8954,1232
Carnuel,NM,New Mexico,US,35.06394,-106.45725,1232
Lemmon,SD,South Dakota,US,45.94083,-102.15932,1232
Rogersville,AL,Alabama,US,34.82578,-87.29676,1231
Clarkton,MO,Missouri,US,36.45173,-89.96704,1231
Maysville,OK,Oklahoma,US,34.8173,-97.40586,1231
Florence,TX,Texas,US,30.8413,-97.79363,1231
Converse,IN,Indiana,US,40.57754,-85.87332,1231
Wilson,NY,New York,US,43.30978,-78.82615,1231
Heidelberg,PA,Pennsylvania,US,40.39229,-80.09089,1231
Chittenden,VT,Vermont,US,43.70784,-72.94816,1231
Omega,GA,Georgia,US,31.34102,-83.5935,1230
Sandoval,IL,Illinois,US,38.6156,-89.11423,1230
Bon Aqua Junction,TN,Tennessee,US,35.92784,-87.31084,1230
Manasota Key,FL,Florida,US,26.92534,-82.35204,1229
Sardis,GA,Georgia,US,32.79652,-84.63881,1229
Renovo,PA,Pennsylvania,US,41.32646,-77.75082,1229
Glenns Ferry,ID,Idaho,US,42.9549,-115.3009,1229
Inverness,NS,Nova Scotia,CA,46.23344,-61.29852,1228
Camillus,NY,New York,US,43.03923,-76.3041,1228
Burt,MI,Michigan,US,43.23669,-83.90636,1228
Fort Clark Springs,TX,Texas,US,29.30607,-100.42202,1228
Chinook,MT,Montana,US,48.59,-109.23128,1228
Kenbridge,VA,Virginia,US,36.96209,-78.125,1227
Edwardsburg,MI,Michigan,US,41.7956,-86.08084,1227
Lake Luzerne,NY,New York,US,43.31285,-73.83484,1227
Monticello,WI,Wisconsin,US,42.74556,-89.59484,1227
Laytonville,CA,California,US,39.68821,-123.48279,1227
Victoria,KS,Kansas,US,38.85279,-99.1476,1226
Westfield,WI,Wisconsin,US,43.88359,-89.49346,1226
Moose Lake,MB,Manitoba,CA,49.20559,-95.30629,1225
Naujaat,NU,Nunavut,CA,66.52913,-86.24371,1225
Westbrook Estates,AB,Alberta,CA,53.46944,-113.55,1225
Lancaster Ridge,NS,Nova Scotia,CA,44.6892,-63.56888,1225
Haven,KS,Kansas,US,37.8989,-97.78283,1225
Fowler,MI,Michigan,US,43.0017,-84.73972,1225
New York Mills,MN,Minnesota,US,46.51802,-95.37615,1225
North Collins,NY,New York,US,42.59534,-78.94115,1225
Richfield Springs,NY,New York,US,42.85341,-74.98543,1225
Redway,CA,California,US,40.12014,-123.82336,1225
Huntingdon,BC,British Columbia,CA,49.00753,-122.26487,1224
Kenwood,OK,Oklahoma,US,36.31453,-94.98579,1224
Kenton,TN,Tennessee,US,36.20229,-89.01229,1224
Minier,IL,Illinois,US,40.43365,-89.31315,1224
Morgandale,OH,Ohio,US,41.26561,-80.78286,1224
Boswell,PA,Pennsylvania,US,40.16147,-79.02892,1224
Hastings,PA,Pennsylvania,US,40.66507,-78.71225,1224
Meadview,AZ,Arizona,US,36.00221,-114.06829,1224
Newcastle,CA,California,US,38.87407,-121.13328,1224
Claude,TX,Texas,US,35.11172,-101.36322,1224
Wainaku,HI,Hawaii,US,19.74472,-155.095,1224
Skyline-Ganipa,NM,New Mexico,US,35.03279,-107.61396,1224
Frisco City,AL,Alabama,US,31.4335,-87.40138,1223
Shelburn,IN,Indiana,US,39.17837,-87.39363,1223
Yale,OK,Oklahoma,US,36.11423,-96.69919,1223
Alto,TX,Texas,US,31.65045,-95.07272,1223
Warren,IN,Indiana,US,40.68282,-85.4272,1223
Philadelphia,NY,New York,US,44.1545,-75.70882,1223
Vauxhall,AB,Alberta,CA,50.06678,-112.11853,1222
Milford,PA,Pennsylvania,US,39.95313,-79.10419,1222
Cornersville,TN,Tennessee,US,35.36146,-86.83972,1222
Gray,TN,Tennessee,US,36.41983,-82.47654,1222
Elkview,WV,West Virginia,US,38.44288,-81.4804,1222
Cuba,IL,Illinois,US,40.49282,-90.19068,1222
Chesterfield,MA,Massachusetts,US,42.39175,-72.83982,1222
Mahnomen,MN,Minnesota,US,47.31524,-95.96865,1222
Mason,NH,New Hampshire,US,42.7437,-71.76896,1222
Eaton Estates,OH,Ohio,US,41.30894,-82.0057,1222
Williamsburg,PA,Pennsylvania,US,40.46202,-78.19973,1222
Toledo,IL,Illinois,US,39.27365,-88.24365,1221
Searsmont,ME,Maine,US,44.36174,-69.19504,1221
Plainview,NE,Nebraska,US,42.34973,-97.79201,1221
Troy,NH,New Hampshire,US,42.82397,-72.18119,1221
Livingston Manor,NY,New York,US,41.90037,-74.82822,1221
Mount Holly,VT,Vermont,US,43.45229,-72.82482,1221
Siletz,OR,Oregon,US,44.72178,-123.92011,1221
Adrian,MN,Minnesota,US,43.63497,-95.9328,1220
Edinburg,NY,New York,US,43.22174,-74.10402,1220
Marion,WI,Wisconsin,US,44.67081,-88.88927,1220
Tangent,OR,Oregon,US,44.54123,-123.10815,1220
Mildmay,ON,Ontario,CA,44.043,-81.11889,1219
Point Lookout,NY,New York,US,40.59233,-73.58068,1219
Pleasant Hill,OH,Ohio,US,40.05172,-84.34439,1219
South Barre,VT,Vermont,US,44.17701,-72.50566,1219
Glenwood City,WI,Wisconsin,US,45.05857,-92.17241,1219
Auburn,KS,Kansas,US,38.90611,-95.8161,1218
Hemphill,TX,Texas,US,31.34074,-93.84685,1218
Wilmot,NH,New Hampshire,US,43.45174,-71.91369,1218
Friendship,NY,New York,US,42.20646,-78.13751,1218
Youngsville,NC,North Carolina,US,36.02487,-78.47444,1217
Kenduskeag,ME,Maine,US,44.91951,-68.9317,1217
Irricana,AB,Alberta,CA,51.32372,-113.60475,1216
Markdale,ON,Ontario,CA,44.3168,-80.64971,1216
Marmaduke,AR,Arkansas,US,36.18701,-90.38316,1216
Martindale,TX,Texas,US,29.8455,-97.84084,1216
Chesterville,ME,Maine,US,44.55117,-70.08617,1216
Lake Michigan Beach,MI,Michigan,US,42.22087,-86.36947,1216
Lansdowne,AB,Alberta,CA,53.48889,-113.54861,1215
Cypress Quarters,FL,Florida,US,27.25199,-80.81395,1215
Paradise Heights,FL,Florida,US,28.62361,-81.54396,1215
Etna,OH,Ohio,US,39.95729,-82.68183,1215
Litchfield,CT,Connecticut,US,41.74732,-73.18872,1215
"Stambaugh, Iron River",MI,Michigan,US,46.08107,-88.62708,1215
Royalton,MN,Minnesota,US,45.82997,-94.29361,1215
Factoryville,PA,Pennsylvania,US,41.56313,-75.78269,1215
Bridport,VT,Vermont,US,43.98506,-73.31262,1215
Dollar Point,CA,California,US,39.18796,-120.09991,1215
Mission,SD,South Dakota,US,43.30584,-100.65819,1215
Cookstown,ON,Ontario,CA,44.18341,-79.69964,1214
Jonestown,MS,Mississippi,US,34.31955,-90.45565,1214
Mapleton,IA,Iowa,US,42.16582,-95.79306,1214
